run,gmst_file,sigma_est,sigma_lower,sigma_upper,disp_est,disp_lower,disp_upper,xi_est,xi_lower,xi_upper,alpha_est,alpha_lower,alpha_upper,rv,rp_est,rp_lower,rp_upper,pr_est,pr_lower,pr_upper,di_est,di_lower,di_upper,f_pr_est,f_pr_lower,f_pr_upper,f_di_est,f_di_lower,f_di_upper,f_disp_est,f_disp_lower,f_disp_upper,f_alpha_est,f_alpha_lower,f_alpha_upper,f_pr_est_i,f_pr_lower_i,f_pr_upper_i,f_di_est_i,f_di_lower_i,f_di_upper_i
p_NZ-flood_rx2day_AUS-22_HadGEM2-ES_r1_RegCM4-7,t_NZ-flood_gsat_HadGEM2-ES,20.818,14.954,23.827,0.204,0.153,0.23,-0.221,-0.45,0.077,-13.915,-27.378,4.932,61.182,10.0,3.7273,41.309,0.38467,0.091541,1.4265,-11.848,-24.378,5.322,1.0001,0.99982,1.0022,1.292,-2.971,5.718,0.201,0.162,0.23,-1.82,-7.945,4.322,0.9999000099990002,0.9978048293753741,1.000180032405833,-1.292,-5.718,2.971
p_NZ-flood_rx2day_AUS-22_NorESM1-M_r1_RegCM4-7,t_NZ-flood_gsat_NorESM1-M,27.077,19.931,34.032,0.245,0.183,0.294,0.025,-0.255,0.182,-15.519,-54.11,27.801,141.73,10.0,2.9767,127.96,0.70442,0.053152,8.2604,-5.717,-30.545,35.685,1.2758,0.92991,2.0487,5.405,-1.732,12.522,0.235,0.191,0.269,-7.704,-17.407,2.529,0.7838219156607618,0.488114414018646,1.0753728855480635,-5.405,-12.522,1.732
p_NZ-flood_rx2day_AUS-22_NorESM1-M_r1_REMO2015,t_NZ-flood_gsat_NorESM1-M,33.973,25.121,40.381,0.228,0.171,0.268,-0.129,-0.389,0.103,17.729,-20.131,58.231,177.77,10.0,3.1588,16594.0,1.8002,0.093953,1000000.0,6.376,-15.06,36.125,1.0142,0.72409,1.585,0.238,-5.906,6.391,0.231,0.188,0.265,-0.418,-10.677,10.711,0.9859988168014199,0.6309148264984227,1.3810437928986727,-0.238,-6.391,5.906
p_NZ-flood_rx2day_AUS-22_HadGEM2-ES_r1_REMO2015,t_NZ-flood_gsat_HadGEM2-ES,32.019,23.616,38.705,0.231,0.173,0.27,-0.038,-0.207,0.12,5.64,-17.145,28.84,207.28,10.0,3.7781,46.817,1.8534,0.52979,10.135,8.393,-7.286,29.162,0.75224,0.54936,1.0178,-4.708,-9.224,0.283,0.228,0.188,0.258,8.089,-0.462,16.228,1.329362969265128,0.9825112988799373,1.8202999854376,4.708,-0.283,9.224
p_NZ-flood_rx2day_AUS-22_MPI-ESM-LR_r1_REMO2015,t_NZ-flood_gsat_MPI-ESM-LR,31.194,24.348,35.126,0.231,0.182,0.259,-0.207,-0.507,0.025,17.626,-10.259,43.288,207.79,10.0,4.3772,36.806,1.6145,0.31812,228.38,6.555,-13.832,33.491,0.54815,0.32439,0.80778,-9.51,-14.944,-3.196,0.237,0.204,0.268,16.213,5.311,26.456,1.8243181610872936,1.2379608309193095,3.082709084743673,9.51,3.196,14.944
p_NZ-flood_rx2day_AUS-22_NorESM1-M_r1_CCLM5-0-15,t_NZ-flood_gsat_NorESM1-M,34.989,25.557,44.328,0.247,0.184,0.289,-0.027,-0.302,0.161,-24.623,-73.243,43.875,190.53,10.0,2.8808,34.905,4.3508,0.71268,1206800.0,20.05,-4.665,59.241,0.89095,0.68954,1.1877,-2.472,-9.047,3.35,0.239,0.204,0.267,4.486,-5.988,17.488,1.1223974409338346,0.8419634587858889,1.4502421904458045,2.472,-3.35,9.047
p_NZ-flood_rx2day_AUS-22_MPI-ESM-LR_r1_CCLM5-0-15,t_NZ-flood_gsat_MPI-ESM-LR,35.263,26.073,40.601,0.267,0.187,0.31,-0.126,-0.45,0.015,-12.017,-45.513,20.742,242.96,10.0,4.5999,51.039,0.65473,0.1536,1.9853,-6.102,-20.767,10.315,0.7458,0.40261,1.2977,-3.136,-8.977,2.462,0.259,0.215,0.298,5.787,-4.346,17.068,1.3408420488066504,0.770594128072744,2.4837932490499486,3.136,-2.462,8.977
p_NZ-flood_rx2day_AUS-22_HadGEM2-ES_r1_CCLM5-0-15,t_NZ-flood_gsat_HadGEM2-ES,31.13,22.945,36.377,0.242,0.173,0.287,-0.199,-0.529,-0.033,-5.319,-23.794,13.97,201.77,10.0,5.0758,47.682,0.80657,0.25073,1.7219,-3.117,-14.032,8.92,1.0703,0.79739,1.6354,0.867,-2.918,5.032,0.229,0.189,0.265,-1.448,-8.192,4.862,0.9343174810800711,0.6114711997064938,1.254091473432072,-0.867,-5.032,2.918
p_NZ-flood_rx2day_AUS-22_MPI-ESM-MR_r1_RegCM4-7,t_NZ-flood_gsat_MPI-ESM-MR,23.732,14.662,29.538,0.234,0.15,0.281,0.067,-0.135,0.368,-21.972,-50.182,5.185,194.5,10.0,3.6941,61.077,0.25064,0.046209,0.88449,-24.182,-42.801,-2.724,1.2785,0.57786,2.4707,2.995,-3.166,9.997,0.229,0.183,0.263,-4.417,-13.921,4.866,0.7821666014861165,0.40474359493261014,1.7305229640397328,-2.995,-9.997,3.166
